32,0,0,0,0,0,0,0,0,-347,1194,694,1389
33,271,22,423,949,152,928,271,949,-76,244,694,1389
34,71,841,618,1112,548,271,71,1112,-277,81,694,1389
35,33,22,656,949,624,928,33,949,-315,244,694,1389
36,76,-125,597,1063,521,1188,76,1063,-271,130,694,1389
37,38,11,651,960,613,949,38,960,-309,233,694,1389
38,38,11,667,960,629,949,38,960,-309,233,694,1389
39,119,678,244,960,125,282,119,960,-228,233,694,1389
40,320,-109,651,1080,331,1188,320,1080,-27,114,694,1389
41,38,-109,369,1080,331,1188,38,1080,-309,114,694,1389
42,27,146,667,836,640,689,27,836,-320,358,694,1389
43,33,190,656,808,624,618,33,808,-315,385,694,1389
44,119,-125,244,141,125,266,119,141,-228,1053,694,1389
45,33,456,651,543,618,87,33,543,-315,651,694,1389
46,114,22,239,141,125,119,114,141,-233,1053,694,1389
47,27,-43,656,1015,629,1058,27,1015,-320,179,694,1389
48,43,11,646,960,602,949,43,960,-304,233,694,1389
49,136,22,423,960,288,939,136,960,-212,233,694,1389
50,65,22,618,960,553,939,65,960,-282,233,694,1389
51,60,11,613,960,553,949,60,960,-288,233,694,1389
52,43,22,646,960,602,939,43,960,-304,233,694,1389
53,60,11,613,949,553,939,60,949,-288,244,694,1389
54,76,11,618,960,543,949,76,960,-271,233,694,1389
55,87,22,602,949,515,928,87,949,-260,244,694,1389
56,60,11,624,960,564,949,60,960,-288,233,694,1389
57,71,11,613,960,543,949,71,960,-277,233,694,1389
58,277,22,401,640,125,618,277,640,-71,553,694,1389
59,277,-125,401,640,125,765,277,640,-71,553,694,1389
60,49,-11,646,982,597,993,49,982,-298,212,694,1389
61,33,293,651,711,618,418,33,711,-315,483,694,1389
62,49,-11,646,982,597,993,49,982,-298,212,694,1389
63,76,22,597,960,521,939,76,960,-271,233,694,1389
64,33,11,656,960,624,949,33,960,-315,233,694,1389
65,22,22,673,960,651,939,22,960,-326,233,694,1389
66,65,22,646,949,581,928,65,949,-282,244,694,1389
67,54,11,651,960,597,949,54,960,-293,233,694,1389
68,65,22,640,949,575,928,65,949,-282,244,694,1389
69,81,22,635,949,553,928,81,949,-266,244,694,1389
70,71,22,640,949,570,928,71,949,-277,244,694,1389
71,54,11,624,960,570,949,54,960,-293,233,694,1389
72,65,22,624,949,559,928,65,949,-282,244,694,1389
73,282,22,407,949,125,928,282,949,-65,244,694,1389
74,76,11,613,949,537,939,76,949,-271,244,694,1389
75,65,22,667,949,602,928,65,949,-282,244,694,1389
76,71,22,635,949,564,928,71,949,-277,244,694,1389
77,54,22,640,949,586,928,54,949,-293,244,694,1389
78,60,22,624,949,564,928,60,949,-288,244,694,1389
79,43,11,646,960,602,949,43,960,-304,233,694,1389
80,76,22,646,949,570,928,76,949,-271,244,694,1389
81,43,-49,646,960,602,1009,43,960,-304,233,694,1389
82,65,22,656,949,591,928,65,949,-282,244,694,1389
83,54,11,635,960,581,949,54,960,-293,233,694,1389
84,65,22,624,949,559,928,65,949,-282,244,694,1389
85,65,11,629,949,564,939,65,949,-282,244,694,1389
86,16,11,667,949,651,939,16,949,-331,244,694,1389
87,11,11,673,949,662,939,11,949,-336,244,694,1389
88,27,22,656,949,629,928,27,949,-320,244,694,1389
89,27,22,662,949,635,928,27,949,-320,244,694,1389
90,54,22,635,949,581,928,54,949,-293,244,694,1389
91,277,-119,618,1090,342,1210,277,1090,-71,103,694,1389
92,11,22,673,949,662,928,11,949,-336,244,694,1389
93,71,-119,412,1090,342,1210,71,1090,-277,103,694,1389
94,81,890,602,1112,521,222,81,1112,-266,81,694,1389
95,0,-190,689,-125,689,65,0,-125,-347,1318,694,1389
96,179,863,499,1112,320,250,179,1112,-168,81,694,1389
97,65,11,629,640,564,629,65,640,-282,553,694,1389
98,71,11,618,949,548,939,71,949,-277,244,694,1389
99,54,11,624,640,570,629,54,640,-293,553,694,1389
100,54,11,602,949,548,939,54,949,-293,244,694,1389
101,60,11,624,640,564,629,60,640,-288,553,694,1389
